;Lvl;PreEvol;HM;TM;Egg;Tutor;Move;TR;Pokemon
5209;;False;;;True;False;Counter;;Makuhita
5210;;False;;;True;False;Cross Chop;;Makuhita
5211;;False;;;True;False;Dynamic Punch;;Makuhita
5212;;False;;;True;False;Feint;;Makuhita
5213;;False;;;True;False;Wide Guard;;Makuhita
5214;1;False;;;False;False;Arm Thrust;;Hariyama
5215;1;False;;;False;False;Brine;;Hariyama
5216;1;False;;;False;False;Focus Energy;;Hariyama
5217;1;False;;;False;False;Sand Attack;;Hariyama
5218;1;False;;;False;False;Tackle;;Hariyama
5219;10;False;;;False;False;Fake Out;;Hariyama
5220;13;False;;;False;False;Force Palm;;Hariyama
5221;16;False;;;False;False;Whirlwind;;Hariyama
5222;19;False;;;False;False;Knock Off;;Hariyama
5223;22;False;;64;False;False;Bulk Up;;Hariyama
5224;26;False;;;False;False;Belly Drum;;Hariyama
5225;30;False;;;False;False;Detect;;Hariyama
5226;34;False;;;False;False;Seismic Toss;;Hariyama
5227;38;False;;;False;False;Focus Punch;;Hariyama
5228;42;False;;47;False;False;Endure;;Hariyama
5229;46;False;;167;False;False;Close Combat;;Hariyama
5230;50;False;;134;False;False;Reversal;;Hariyama
5231;54;False;;121;False;False;Heavy Slam;;Hariyama
5232;60;False;;;False;False;Headlong Rush;;Hariyama
5233;;False;;01;False;False;Take Down;;Hariyama
5234;;False;;05;False;False;Mud-Slap;;Hariyama
5235;;False;;06;False;False;Scary Face;;Hariyama
5236;;False;;07;False;False;Protect;;Hariyama
5237;;False;;12;False;False;Low Kick;;Hariyama
5238;;False;;18;False;False;Thief;;Hariyama
5239;;False;;22;False;False;Chilling Water;;Hariyama
5240;;False;;25;False;False;Facade;;Hariyama
5241;;False;;28;False;False;Bulldoze;;Hariyama
5242;;False;;32;False;False;Swift;;Hariyama
5243;;False;;35;False;False;Mud Shot;;Hariyama
5244;;False;;36;False;False;Rock Tomb;;Hariyama
5245;;False;;39;False;False;Low Sweep;;Hariyama
5246;;False;;43;False;False;Fling;;Hariyama
5247;;False;;49;False;False;Sunny Day;;Hariyama
5248;;False;;50;False;False;Rain Dance;;Hariyama
5249;;False;;55;False;False;Dig;;Hariyama
5250;;False;;58;False;False;Brick Break;;Hariyama
5251;;False;;59;False;False;Zen Headbutt;;Hariyama
5252;;False;;66;False;False;Body Slam;;Hariyama
5253;;False;;67;False;False;Fire Punch;;Hariyama
5254;;False;;68;False;False;Thunder Punch;;Hariyama
5255;;False;;69;False;False;Ice Punch;;Hariyama
5256;;False;;70;False;False;Sleep Talk;;Hariyama
5257;;False;;73;False;False;Drain Punch;;Hariyama
5258;;False;;80;False;False;Metronome;;Hariyama
5259;;False;;83;False;False;Poison Jab;;Hariyama
5260;;False;;84;False;False;Stomping Tantrum;;Hariyama
5261;;False;;85;False;False;Rest;;Hariyama
5262;;False;;86;False;False;Rock Slide;;Hariyama
5263;;False;;87;False;False;Taunt;;Hariyama
5264;;False;;89;False;False;Body Press;;Hariyama
5265;;False;;99;False;False;Iron Head;;Hariyama
5266;;False;;103;False;False;Substitute;;Hariyama
5267;;False;;123;False;False;Surf;;Hariyama
5268;;False;;130;True;False;Helping Hand;;Hariyama
5269;;False;;149;False;False;Earthquake;;Hariyama
5270;;False;;150;False;False;Stone Edge;;Hariyama
5271;;False;;152;False;False;Giga Impact;;Hariyama
5272;;False;;158;False;False;Focus Blast;;Hariyama
5273;;False;;163;False;False;Hyper Beam;;Hariyama
5274;;False;;171;False;False;Tera Blast;;Hariyama
5275;;False;;;True;False;Bullet Punch;;Hariyama
5276;;False;;;True;False;Counter;;Hariyama
5277;;False;;;True;False;Cross Chop;;Hariyama
5278;;False;;;True;False;Dynamic Punch;;Hariyama
5279;;False;;;True;False;Feint;;Hariyama
5280;;False;;;True;False;Wide Guard;;Hariyama
5281;1;False;;;False;False;Splash;;Azurill
5282;1;False;;;False;False;Tail Whip;;Azurill
5283;1;False;;;False;False;Water Gun;;Azurill
5284;3;False;;130;False;False;Helping Hand;;Azurill
5285;6;False;;;False;False;Bubble Beam;;Azurill
5286;9;False;;02;False;False;Charm;;Azurill
5287;12;False;;;False;False;Slam;;Azurill
5288;15;False;;;False;False;Bounce;;Azurill
5289;;False;;01;False;False;Take Down;;Azurill
5290;;False;;03;False;False;Fake Tears;;Azurill
5291;;False;;05;False;False;Mud-Slap;;Azurill
5292;;False;;07;False;False;Protect;;Azurill
5293;;False;;25;False;False;Facade;;Azurill
5294;;False;;34;False;False;Icy Wind;;Azurill
5295;;False;;35;False;False;Mud Shot;;Azurill
5296;;False;;37;False;False;Draining Kiss;;Azurill
5297;;False;;47;False;False;Endure;;Azurill
5298;;False;;50;False;False;Rain Dance;;Azurill
5299;;False;;66;False;False;Body Slam;;Azurill
5300;;False;;70;False;False;Sleep Talk;;Azurill
5301;;False;;75;False;False;Light Screen;;Azurill
5302;;False;;77;False;False;Waterfall;;Azurill
5303;;False;;85;False;False;Rest;;Azurill
5304;;False;;103;False;False;Substitute;;Azurill
5305;;False;;117;False;False;Hyper Voice;;Azurill
5306;;False;;122;False;False;Encore;;Azurill
5307;;False;;123;False;False;Surf;;Azurill
5308;;False;;135;False;False;Ice Beam;;Azurill
5309;;False;;143;False;False;Blizzard;;Azurill
5310;;False;;171;False;False;Tera Blast;;Azurill
5311;;False;;;True;False;Aqua Jet;;Azurill
5312;;False;;;True;False;Belly Drum;;Azurill
5313;;False;;;True;False;Copycat;;Azurill
5314;;False;;;True;False;Perish Song;;Azurill
5315;;False;;;True;False;Present;;Azurill
5316;;False;;;True;False;Sing;;Azurill
5317;;False;;;True;False;Soak;;Azurill
5318;;False;;;True;False;Supersonic;;Azurill
5319;;False;;;True;False;Tickle;;Azurill
5320;1;False;;;False;False;Leer;;Sableye
5321;1;False;;;False;False;Scratch;;Sableye
5322;3;False;;;False;False;Astonish;;Sableye
5323;9;False;;;False;False;Shadow Sneak;;Sableye
5324;12;False;;;False;False;Fake Out;;Sableye
5325;15;False;;;False;False;Disable;;Sableye
5326;18;False;;;False;False;Detect;;Sableye
5327;21;False;;42;False;False;Night Shade;;Sableye
5328;24;False;;;False;False;Fury Swipes;;Sableye
5329;27;False;;;False;False;Knock Off;;Sableye
5330;30;False;;;False;False;Quash;;Sableye
5331;33;False;;61;False;False;Shadow Claw;;Sableye
5332;36;False;;;False;False;Mean Look;;Sableye
5333;39;False;;101;False;False;Power Gem;;Sableye
5334;42;False;;59;False;False;Zen Headbutt;;Sableye
5335;45;False;;114;False;False;Shadow Ball;;Sableye
5336;48;False;;62;False;False;Foul Play;;Sableye
5337;;False;;01;False;False;Take Down;;Sableye
5338;;False;;05;False;False;Mud-Slap;;Sableye
5339;;False;;07;False;False;Protect;;Sableye
5340;;False;;12;False;False;Low Kick;;Sableye
5341;;False;;16;False;False;Psybeam;;Sableye
5342;;False;;17;False;False;Confuse Ray;;Sableye
5343;;False;;18;False;False;Thief;;Sableye
5344;;False;;25;False;False;Facade;;Sableye
5345;;False;;27;False;False;Aerial Ace;;Sableye
5346;;False;;29;False;False;Hex;;Sableye
5347;;False;;30;False;False;Snarl;;Sableye
5348;;False;;31;False;False;Metal Claw;;Sableye
5349;;False;;34;False;False;Icy Wind;;Sableye
5350;;False;;35;False;False;Mud Shot;;Sableye
5351;;False;;36;False;False;Rock Tomb;;Sableye
5352;;False;;39;False;False;Low Sweep;;Sableye
5353;;False;;43;False;False;Fling;;Sableye
5354;;False;;47;False;False;Endure;;Sableye
5355;;False;;49;False;False;Sunny Day;;Sableye
5356;;False;;50;False;False;Rain Dance;;Sableye
5357;;False;;55;False;False;Dig;;Sableye
5358;;False;;58;False;False;Brick Break;;Sableye
5359;;False;;64;False;False;Bulk Up;;Sableye
5360;;False;;66;False;False;Body Slam;;Sableye
5361;;False;;67;False;False;Fire Punch;;Sableye
5362;;False;;68;False;False;Thunder Punch;;Sableye
5363;;False;;69;False;False;Ice Punch;;Sableye
5364;;False;;70;False;False;Sleep Talk;;Sableye
5365;;False;;73;False;False;Drain Punch;;Sableye
5366;;False;;74;False;False;Reflect;;Sableye
5367;;False;;75;False;False;Light Screen;;Sableye
5368;;False;;79;False;False;Dazzling Gleam;;Sableye
5369;;False;;80;False;False;Metronome;;Sableye
5370;;False;;82;False;False;Thunder Wave;;Sableye
5371;;False;;83;False;False;Poison Jab;;Sableye
5372;;False;;85;False;False;Rest;;Sableye
5373;;False;;87;False;False;Taunt;;Sableye
5374;;False;;92;False;False;Imprison;;Sableye
5375;;False;;94;False;False;Dark Pulse;;Sableye
5376;;False;;98;False;False;Skill Swap;;Sableye
5377;;False;;103;False;False;Substitute;;Sableye
5378;;False;;105;False;False;X-Scissor;;Sableye
5379;;False;;107;False;False;Will-O-Wisp;;Sableye
5380;;False;;109;False;False;Trick;;Sableye
5381;;False;;111;False;False;Giga Drain;;Sableye
5382;;False;;119;False;False;Energy Ball;;Sableye
5383;;False;;120;False;False;Psychic;;Sableye
5384;;False;;122;False;False;Encore;;Sableye
5385;;False;;129;False;False;Calm Mind;;Sableye
5386;;False;;130;False;False;Helping Hand;;Sableye
5387;;False;;140;False;False;Nasty Plot;;Sableye
5388;;False;;151;False;False;Phantom Force;;Sableye
5389;;False;;152;False;False;Giga Impact;;Sableye
5390;;False;;163;False;False;Hyper Beam;;Sableye
5391;;False;;171;False;False;Tera Blast;;Sableye
5392;;False;;;True;False;Feint;;Sableye
5393;;False;;;True;False;Flatter;;Sableye
5394;;False;;;True;False;Metal Burst;;Sableye
5395;;False;;;True;False;Recover;;Sableye
5396;;False;;;True;False;Sucker Punch;;Sableye
5397;;False;;;True;False;Torment;;Sableye
5398;1;False;;;False;False;Confusion;;Meditite
5399;1;False;;;False;False;Work Up;;Meditite
5400;9;False;;;False;False;Detect;;Meditite
5401;12;False;;47;False;False;Endure;;Meditite
5402;15;False;;;False;False;Feint;;Meditite
5403;17;False;;;False;False;Force Palm;;Meditite
5404;20;False;;16;False;False;Psybeam;;Meditite
5405;23;False;;129;False;False;Calm Mind;;Meditite
5406;25;False;;59;False;False;Zen Headbutt;;Meditite
5407;28;False;;;False;False;High Jump Kick;;Meditite
5408;31;False;;;False;False;Psych Up;;Meditite
5409;33;False;;;False;False;Acupressure;;Meditite
5410;36;False;;;False;False;Power Trick;;Meditite
5411;39;False;;134;False;False;Reversal;;Meditite
5412;41;False;;;False;False;Recover;;Meditite
5413;44;False;;;False;False;Counter;;Meditite
5414;;False;;01;False;False;Take Down;;Meditite
5415;;False;;07;False;False;Protect;;Meditite
5416;;False;;12;False;False;Low Kick;;Meditite
5417;;False;;18;False;False;Thief;;Meditite
5418;;False;;20;False;False;Trailblaze;;Meditite
5419;;False;;25;False;False;Facade;;Meditite
5420;;False;;27;False;False;Aerial Ace;;Meditite
5421;;False;;32;False;False;Swift;;Meditite
5422;;False;;36;False;False;Rock Tomb;;Meditite
5423;;False;;39;False;False;Low Sweep;;Meditite
5424;;False;;41;False;False;Stored Power;;Meditite
5425;;False;;42;False;False;Night Shade;;Meditite
5426;;False;;43;False;False;Fling;;Meditite
5427;;False;;49;False;False;Sunny Day;;Meditite
5428;;False;;50;False;False;Rain Dance;;Meditite
5429;;False;;54;False;False;Psyshock;;Meditite
5430;;False;;58;False;False;Brick Break;;Meditite
5431;;False;;64;False;False;Bulk Up;;Meditite
5432;;False;;66;False;False;Body Slam;;Meditite
5433;;False;;67;True;False;Fire Punch;;Meditite
5434;;False;;68;True;False;Thunder Punch;;Meditite
5435;;False;;69;True;False;Ice Punch;;Meditite
5436;;False;;70;False;False;Sleep Talk;;Meditite
5437;;False;;73;False;False;Drain Punch;;Meditite
5438;;False;;74;False;False;Reflect;;Meditite
5439;;False;;75;False;False;Light Screen;;Meditite
5440;;False;;80;False;False;Metronome;;Meditite
5441;;False;;81;False;False;Grass Knot;;Meditite
5442;;False;;83;False;False;Poison Jab;;Meditite
5443;;False;;85;False;False;Rest;;Meditite
5444;;False;;86;False;False;Rock Slide;;Meditite
5445;;False;;87;False;False;Taunt;;Meditite
5446;;False;;92;False;False;Imprison;;Meditite
5447;;False;;98;False;False;Skill Swap;;Meditite
5448;;False;;103;False;False;Substitute;;Meditite
5449;;False;;109;False;False;Trick;;Meditite
5450;;False;;114;False;False;Shadow Ball;;Meditite
5451;;False;;120;False;False;Psychic;;Meditite
5452;;False;;130;False;False;Helping Hand;;Meditite
5453;;False;;132;True;False;Baton Pass;;Meditite
5454;;False;;138;False;False;Psychic Terrain;;Meditite
5455;;False;;158;False;False;Focus Blast;;Meditite
5456;;False;;161;False;False;Trick Room;;Meditite
5457;;False;;167;False;False;Close Combat;;Meditite
5458;;False;;171;False;False;Tera Blast;;Meditite
5459;;False;;;True;False;Bullet Punch;;Meditite
5460;;False;;;True;False;Dynamic Punch;;Meditite
5461;;False;;;True;False;Fake Out;;Meditite
5462;;False;;;True;False;Guard Swap;;Meditite
5463;;False;;;True;False;Power Swap;;Meditite
5464;;False;;;True;False;Psycho Cut;;Meditite
5465;;False;;;True;False;Quick Guard;;Meditite
5466;1;False;;;False;False;Confusion;;Medicham
5467;1;False;;;False;False;Detect;;Medicham
5468;1;False;;67;True;False;Fire Punch;;Medicham
5469;1;False;;69;True;False;Ice Punch;;Medicham
5470;1;False;;68;True;False;Thunder Punch;;Medicham
5471;1;False;;;False;False;Work Up;;Medicham
5472;12;False;;47;False;False;Endure;;Medicham
5473;15;False;;;False;False;Feint;;Medicham
5474;17;False;;;False;False;Force Palm;;Medicham
5475;20;False;;16;False;False;Psybeam;;Medicham
5476;23;False;;129;False;False;Calm Mind;;Medicham
5477;25;False;;59;False;False;Zen Headbutt;;Medicham
5478;28;False;;;False;False;High Jump Kick;;Medicham
5479;31;False;;;False;False;Psych Up;;Medicham
5480;33;False;;;False;False;Acupressure;;Medicham
5481;36;False;;;False;False;Power Trick;;Medicham
5482;47;False;;;False;False;Recover;;Medicham
5483;53;False;;;False;False;Axe Kick;;Medicham
5484;53;False;;;False;False;Counter;;Medicham
5485;;False;;01;False;False;Take Down;;Medicham
5486;;False;;07;False;False;Protect;;Medicham
5487;;False;;12;False;False;Low Kick;;Medicham
5488;;False;;18;False;False;Thief;;Medicham
5489;;False;;20;False;False;Trailblaze;;Medicham
5490;;False;;25;False;False;Facade;;Medicham
5491;;False;;27;False;False;Aerial Ace;;Medicham
5492;;False;;32;False;False;Swift;;Medicham
5493;;False;;36;False;False;Rock Tomb;;Medicham
5494;;False;;39;False;False;Low Sweep;;Medicham
5495;;False;;41;False;False;Stored Power;;Medicham
5496;;False;;42;False;False;Night Shade;;Medicham
5497;;False;;43;False;False;Fling;;Medicham
5498;;False;;49;False;False;Sunny Day;;Medicham
5499;;False;;50;False;False;Rain Dance;;Medicham
5500;;False;;54;False;False;Psyshock;;Medicham
5501;;False;;58;False;False;Brick Break;;Medicham
5502;;False;;64;False;False;Bulk Up;;Medicham
5503;;False;;66;False;False;Body Slam;;Medicham
5504;;False;;70;False;False;Sleep Talk;;Medicham
5505;;False;;73;False;False;Drain Punch;;Medicham
5506;;False;;74;False;False;Reflect;;Medicham
5507;;False;;75;False;False;Light Screen;;Medicham
5508;;False;;80;False;False;Metronome;;Medicham
5509;;False;;81;False;False;Grass Knot;;Medicham
5510;;False;;83;False;False;Poison Jab;;Medicham
5511;;False;;85;False;False;Rest;;Medicham
5512;;False;;86;False;False;Rock Slide;;Medicham
5513;;False;;87;False;False;Taunt;;Medicham
5514;;False;;92;False;False;Imprison;;Medicham
5515;;False;;98;False;False;Skill Swap;;Medicham
5516;;False;;103;False;False;Substitute;;Medicham
5517;;False;;109;False;False;Trick;;Medicham
5518;;False;;112;False;False;Aura Sphere;;Medicham
5519;;False;;114;False;False;Shadow Ball;;Medicham
5520;;False;;119;False;False;Energy Ball;;Medicham
5521;;False;;120;False;False;Psychic;;Medicham
5522;;False;;130;False;False;Helping Hand;;Medicham
5523;;False;;132;True;False;Baton Pass;;Medicham
5524;;False;;134;False;False;Reversal;;Medicham
5525;;False;;138;False;False;Psychic Terrain;;Medicham
5526;;False;;152;False;False;Giga Impact;;Medicham
5527;;False;;158;False;False;Focus Blast;;Medicham
5528;;False;;161;False;False;Trick Room;;Medicham
5529;;False;;163;False;False;Hyper Beam;;Medicham
5530;;False;;167;False;False;Close Combat;;Medicham
5531;;False;;171;False;False;Tera Blast;;Medicham
5532;;False;;;True;False;Bullet Punch;;Medicham
5533;;False;;;True;False;Dynamic Punch;;Medicham
5534;;False;;;True;False;Fake Out;;Medicham
5535;;False;;;True;False;Guard Swap;;Medicham
5536;;False;;;True;False;Power Swap;;Medicham
5537;;False;;;True;False;Psycho Cut;;Medicham
5538;;False;;;True;False;Quick Guard;;Medicham
5539;1;False;;;False;False;Pound;;Gulpin
5540;5;False;;;False;False;Yawn;;Gulpin
5541;8;False;;;False;False;Poison Gas;;Gulpin
5542;10;False;;;False;False;Sludge;;Gulpin
5543;12;False;;128;False;False;Amnesia;;Gulpin
5544;17;False;;13;False;False;Acid Spray;;Gulpin
5545;20;False;;122;False;False;Encore;;Gulpin
5546;25;False;;;False;False;Toxic;;Gulpin
5547;28;False;;;False;False;Spit Up;;Gulpin
5548;28;False;;;False;False;Stockpile;;Gulpin
5549;28;False;;;False;False;Swallow;;Gulpin
5550;33;False;;148;False;False;Sludge Bomb;;Gulpin
5551;36;False;;;False;False;Gastro Acid;;Gulpin
5552;41;False;;;False;False;Belch;;Gulpin
5553;44;False;;;False;False;Pain Split;;Gulpin
5554;49;False;;102;False;False;Gunk Shot;;Gulpin
5555;;False;;01;False;False;Take Down;;Gulpin
5556;;False;;05;True;False;Mud-Slap;;Gulpin
5557;;False;;07;False;False;Protect;;Gulpin
5558;;False;;11;False;False;Water Pulse;;Gulpin
5559;;False;;18;False;False;Thief;;Gulpin
5560;;False;;25;False;False;Facade;;Gulpin
5561;;False;;35;False;False;Mud Shot;;Gulpin
5562;;False;;43;False;False;Fling;;Gulpin
5563;;False;;45;False;False;Venoshock;;Gulpin
5564;;False;;47;False;False;Endure;;Gulpin
5565;;False;;49;False;False;Sunny Day;;Gulpin
5566;;False;;50;False;False;Rain Dance;;Gulpin
5567;;False;;56;False;False;Bullet Seed;;Gulpin
5568;;False;;66;False;False;Body Slam;;Gulpin
5569;;False;;67;False;False;Fire Punch;;Gulpin
5570;;False;;68;False;False;Thunder Punch;;Gulpin
5571;;False;;69;False;False;Ice Punch;;Gulpin
5572;;False;;70;False;False;Sleep Talk;;Gulpin
5573;;False;;71;False;False;Seed Bomb;;Gulpin
5574;;False;;82;False;False;Thunder Wave;;Gulpin
5575;;False;;83;False;False;Poison Jab;;Gulpin
5576;;False;;85;False;False;Rest;;Gulpin
5577;;False;;88;False;False;Swords Dance;;Gulpin
5578;;False;;91;False;False;Toxic Spikes;;Gulpin
5579;;False;;103;False;False;Substitute;;Gulpin
5580;;False;;111;False;False;Giga Drain;;Gulpin
5581;;False;;114;False;False;Shadow Ball;;Gulpin
5582;;False;;130;False;False;Helping Hand;;Gulpin
5583;;False;;135;False;False;Ice Beam;;Gulpin
5584;;False;;168;False;False;Solar Beam;;Gulpin
5585;;False;;171;False;False;Tera Blast;;Gulpin
5586;;False;;;True;False;Acid Armor;;Gulpin
5587;;False;;;True;False;Clear Smog;;Gulpin
5588;;False;;;True;False;Curse;;Gulpin
5589;;False;;;True;False;Destiny Bond;;Gulpin
5590;;False;;;True;False;Smog;;Gulpin
5591;;False;;;True;False;Stuff Cheeks;;Gulpin
5592;1;False;;102;False;False;Gunk Shot;;Swalot
5593;1;False;;;False;False;Poison Gas;;Swalot
5594;1;False;;;False;False;Pound;;Swalot
5595;1;False;;;False;False;Sludge;;Swalot
5596;1;False;;;False;False;Yawn;;Swalot
5597;12;False;;128;False;False;Amnesia;;Swalot
5598;17;False;;13;False;False;Acid Spray;;Swalot
5599;20;False;;122;False;False;Encore;;Swalot
5600;25;False;;;False;False;Toxic;;Swalot
5601;30;False;;;False;False;Spit Up;;Swalot
5602;30;False;;;False;False;Stockpile;;Swalot
5603;30;False;;;False;False;Swallow;;Swalot
5604;37;False;;148;False;False;Sludge Bomb;;Swalot
5605;42;False;;;False;False;Gastro Acid;;Swalot
5606;49;False;;;False;False;Belch;;Swalot
5607;;False;;01;False;False;Take Down;;Swalot
5608;;False;;05;True;False;Mud-Slap;;Swalot
5609;;False;;07;False;False;Protect;;Swalot
5610;;False;;11;False;False;Water Pulse;;Swalot
5611;;False;;18;False;False;Thief;;Swalot
5612;;False;;25;False;False;Facade;;Swalot
5613;;False;;28;False;False;Bulldoze;;Swalot
5614;;False;;35;False;False;Mud Shot;;Swalot
5615;;False;;43;False;False;Fling;;Swalot
5616;;False;;45;False;False;Venoshock;;Swalot
5617;;False;;47;False;False;Endure;;Swalot
5618;;False;;49;False;False;Sunny Day;;Swalot
5619;;False;;50;False;False;Rain Dance;;Swalot
5620;;False;;56;False;False;Bullet Seed;;Swalot
5621;;False;;58;False;False;Brick Break;;Swalot
5622;;False;;59;False;False;Zen Headbutt;;Swalot
5623;;False;;66;False;False;Body Slam;;Swalot
5624;;False;;67;False;False;Fire Punch;;Swalot
5625;;False;;68;False;False;Thunder Punch;;Swalot
5626;;False;;69;False;False;Ice Punch;;Swalot
5627;;False;;70;False;False;Sleep Talk;;Swalot
5628;;False;;71;False;False;Seed Bomb;;Swalot
5629;;False;;80;False;False;Metronome;;Swalot
5630;;False;;82;False;False;Thunder Wave;;Swalot
5631;;False;;83;False;False;Poison Jab;;Swalot
5632;;False;;85;False;False;Rest;;Swalot
5633;;False;;88;False;False;Swords Dance;;Swalot
5634;;False;;89;False;False;Body Press;;Swalot
5635;;False;;91;False;False;Toxic Spikes;;Swalot
5636;;False;;103;False;False;Substitute;;Swalot
5637;;False;;111;False;False;Giga Drain;;Swalot
5638;;False;;114;False;False;Shadow Ball;;Swalot
5639;;False;;130;False;False;Helping Hand;;Swalot
5640;;False;;135;False;False;Ice Beam;;Swalot
5641;;False;;149;False;False;Earthquake;;Swalot
5642;;False;;152;False;False;Giga Impact;;Swalot
5643;;False;;163;False;False;Hyper Beam;;Swalot
5644;;False;;168;False;False;Solar Beam;;Swalot
5645;;False;;171;False;False;Tera Blast;;Swalot
5646;;False;;;True;False;Acid Armor;;Swalot
5647;;False;;;True;False;Clear Smog;;Swalot
5648;;False;;;True;False;Curse;;Swalot
5649;;False;;;True;False;Destiny Bond;;Swalot
5650;;False;;;True;False;Smog;;Swalot
5651;;False;;;True;False;Stuff Cheeks;;Swalot
5652;1;False;;;False;False;Growl;;Numel
5653;1;False;;;False;False;Tackle;;Numel
5654;5;False;;;False;False;Ember;;Numel
5655;8;False;;;False;False;Focus Energy;;Numel
5656;12;False;;28;False;False;Bulldoze;;Numel
5657;15;False;;;False;False;Incinerate;;Numel
5658;19;False;;128;False;False;Amnesia;;Numel
5659;22;False;;;False;False;Lava Plume;;Numel
5660;26;False;;133;False;False;Earth Power;;Numel
5661;29;False;;;False;False;Curse;;Numel
5662;31;False;;01;False;False;Take Down;;Numel
5663;40;False;;149;False;False;Earthquake;;Numel
5664;43;False;;125;False;False;Flamethrower;;Numel
5665;47;False;;;False;False;Double-Edge;;Numel
5666;;False;;02;False;False;Charm;;Numel
5667;;False;;05;False;False;Mud-Slap;;Numel
5668;;False;;06;True;False;Scary Face;;Numel
5669;;False;;07;False;False;Protect;;Numel
5670;;False;;20;False;False;Trailblaze;;Numel
5671;;False;;24;False;False;Fire Spin;;Numel
5672;;False;;25;False;False;Facade;;Numel
5673;;False;;35;False;False;Mud Shot;;Numel
5674;;False;;36;False;False;Rock Tomb;;Numel
5675;;False;;38;False;False;Flame Charge;;Numel
5676;;False;;47;False;False;Endure;;Numel
5677;;False;;49;False;False;Sunny Day;;Numel
5678;;False;;50;False;False;Rain Dance;;Numel
5679;;False;;51;False;False;Sandstorm;;Numel
5680;;False;;55;False;False;Dig;;Numel
5681;;False;;59;False;False;Zen Headbutt;;Numel
5682;;False;;66;True;False;Body Slam;;Numel
5683;;False;;70;False;False;Sleep Talk;;Numel
5684;;False;;84;False;False;Stomping Tantrum;;Numel
5685;;False;;85;False;False;Rest;;Numel
5686;;False;;86;False;False;Rock Slide;;Numel
5687;;False;;89;False;False;Body Press;;Numel
5688;;False;;93;False;False;Flash Cannon;;Numel
5689;;False;;99;True;False;Iron Head;;Numel
5690;;False;;103;False;False;Substitute;;Numel
5691;;False;;107;False;False;Will-O-Wisp;;Numel
5692;;False;;116;False;False;Stealth Rock;;Numel
5693;;False;;118;True;False;Heat Wave;;Numel
5694;;False;;121;True;False;Heavy Slam;;Numel
5695;;False;;130;False;False;Helping Hand;;Numel
5696;;False;;141;False;False;Fire Blast;;Numel
5697;;False;;150;False;False;Stone Edge;;Numel
5698;;False;;157;False;False;Overheat;;Numel
5699;;False;;165;False;False;Flare Blitz;;Numel
5700;;False;;171;False;False;Tera Blast;;Numel
5701;;False;;;True;False;Ancient Power;;Numel
5702;;False;;;True;False;Defense Curl;;Numel
5703;;False;;;True;False;Growth;;Numel
5704;;False;;;True;False;Howl;;Numel
5705;;False;;;True;False;Rollout;;Numel
5706;;False;;;True;False;Spit Up;;Numel
5707;;False;;;True;False;Stockpile;;Numel
5708;;False;;;True;False;Stomp;;Numel
5709;;False;;;True;False;Swallow;;Numel
5710;;False;;;True;False;Yawn;;Numel
5711;1;False;;;False;False;Ember;;Camerupt
5712;1;False;;;False;False;Eruption;;Camerupt
5713;1;False;;;False;False;Fissure;;Camerupt
5714;1;False;;;False;False;Focus Energy;;Camerupt
5715;1;False;;;False;False;Growl;;Camerupt
5716;1;False;;;False;False;Tackle;;Camerupt
5717;12;False;;28;False;False;Bulldoze;;Camerupt
5718;15;False;;;False;False;Incinerate;;Camerupt
5719;19;False;;128;False;False;Amnesia;;Camerupt
5720;22;False;;;False;False;Lava Plume;;Camerupt
5721;26;False;;133;False;False;Earth Power;;Camerupt
5722;29;False;;;False;False;Curse;;Camerupt
5723;31;False;;01;False;False;Take Down;;Camerupt
5724;39;False;;;True;False;Yawn;;Camerupt
5725;46;False;;149;False;False;Earthquake;;Camerupt
5726;;False;;02;False;False;Charm;;Camerupt
5727;;False;;05;False;False;Mud-Slap;;Camerupt
5728;;False;;06;True;False;Scary Face;;Camerupt
5729;;False;;07;False;False;Protect;;Camerupt
5730;;False;;20;False;False;Trailblaze;;Camerupt
5731;;False;;24;False;False;Fire Spin;;Camerupt
5732;;False;;25;False;False;Facade;;Camerupt
5733;;False;;35;False;False;Mud Shot;;Camerupt
5734;;False;;36;False;False;Rock Tomb;;Camerupt
5735;;False;;38;False;False;Flame Charge;;Camerupt
5736;;False;;47;False;False;Endure;;Camerupt
5737;;False;;49;False;False;Sunny Day;;Camerupt
5738;;False;;50;False;False;Rain Dance;;Camerupt
5739;;False;;51;False;False;Sandstorm;;Camerupt
5740;;False;;55;False;False;Dig;;Camerupt
5741;;False;;59;False;False;Zen Headbutt;;Camerupt
5742;;False;;66;True;False;Body Slam;;Camerupt
5743;;False;;70;False;False;Sleep Talk;;Camerupt
5744;;False;;84;False;False;Stomping Tantrum;;Camerupt
5745;;False;;85;False;False;Rest;;Camerupt
5746;;False;;86;False;False;Rock Slide;;Camerupt
5747;;False;;89;False;False;Body Press;;Camerupt
5748;;False;;93;False;False;Flash Cannon;;Camerupt
5749;;False;;99;True;False;Iron Head;;Camerupt
5750;;False;;103;False;False;Substitute;;Camerupt
5751;;False;;107;False;False;Will-O-Wisp;;Camerupt
5752;;False;;116;False;False;Stealth Rock;;Camerupt
5753;;False;;118;True;False;Heat Wave;;Camerupt
5754;;False;;121;True;False;Heavy Slam;;Camerupt
5755;;False;;125;False;False;Flamethrower;;Camerupt
5756;;False;;130;False;False;Helping Hand;;Camerupt
5757;;False;;141;False;False;Fire Blast;;Camerupt
